pair,date,high,low,open,close,volume
USDT_BTC,1622548800,102.9179258753452,97.77202958157794,100.89770375187716,100.39832059806973,122194005
USDT_BTC,1622545200,101.6439349241023,96.56173817789718,98.43946735187967,98.46936719083418,90812462.85
USDT_BTC,1622541600,100.81457262904368,95.7738439975915,98.4417581929925,97.19068206977322,101992700.9
USDT_BTC,1622538000,102.18624738041743,97.07693501139656,99.62546551258343,100.07025500760825,98565251.35
USDT_BTC,1622534400,105.35318569507297,100.08552641031932,102.73225241169824,101.56321154005305,210515123.7
USDT_BTC,1622530800,100.75674030163334,95.71890328655167,98.27481430955564,98.81369702685484,100313042.7
USDT_BTC,1622527200,99.6315258796638,94.6499495856806,96.94185910413533,98.13042574898101,111290611.2
USDT_BTC,1622523600,101.98606887364488,96.88676542996264,99.39446247150624,101.1171931116573,96537837.28
USDT_BTC,1622520000,99.8402018946629,94.84819179992975,96.99883047987946,97.31524209899685,64976976.77
USDT_BTC,1622516400,102.32431472772856,97.20809899134213,99.41378054696901,99.84544666546704,116905766.8
USDT_BTC,1622512800,102.15459198542138,97.04686238615031,99.81166961161712,100.15772701496479,113551230.2
USDT_BTC,1622509200,99.22040390433733,94.25938370912046,96.77802444197074,97.34239197628065,118173642.8
USDT_BTC,1622505600,103.91302012944,98.717369122968,100.590487119094,100.8840067510857,196926607.5
USDT_BTC,1622502000,102.41240430147072,97.29178408639717,99.7116573498356,99.74276996536241,98660484.55
USDT_BTC,1622498400,104.86124854426977,99.61818611705628,102.80441534058025,101.81266489047445,86091105.8
USDT_BTC,1622494800,102.94364873665673,97.79646629982389,100.3399890586857,100.30801674963138,54590957.95
USDT_BTC,1622491200,104.63527559900055,99.40351181905052,102.24534822114359,101.24978090173786,62422937.08
USDT_BTC,1622487600,101.04964787580475,95.99716548201451,98.23365526126305,98.2814315763331,72040569.56
USDT_BTC,1622484000,104.03710798087285,98.8352525818292,101.15492746761548,101.20343250568747,70542843.95
USDT_BTC,1622480400,99.24677382239959,94.28443513127961,97.08411863174703,97.0360848186057,147660645
USDT_BTC,1622476800,99.89579735506989,94.90100748731639,97.97162128616927,97.25116834330633,234665903
USDT_BTC,1622473200,100.27369595830775,95.26001116039237,96.93257138620656,97.44643844345936,153858395.1
USDT_BTC,1622469600,101.2892132956337,96.22475263085201,99.6572032327412,98.07390945029879,158281846.4
USDT_BTC,1622466000,101.7527965194646,96.66515669349135,99.09422230363359,99.32669140042694,185178921.1
USDT_BTC,1622462400,102.89157309394967,97.74699443925219,101.12709599127058,100.66001489868131,186290637
USDT_BTC,1622458800,105.70976838002981,100.42427996102832,103.45428057076778,102.79919399250593,190891250.1
USDT_BTC,1622455200,102.80721425873993,97.66685354580294,100.05157181822094,99.82098023882142,320451182.7
USDT_BTC,1622451600,101.72970997534385,96.64322447657665,98.81841276413196,98.42384570203124,157177579.6
USDT_BTC,1622448000,97.89502750318636,93.00027612802704,95.39959579079222,95.7082457221611,168933078.3
USDT_BTC,1622444400,103.44951685031006,98.27704100779455,101.51183864486556,102.47286944126512,213849731.4
USDT_BTC,1622440800,101.0826632747511,96.02853011101354,98.72170153436075,97.64901721464564,137432996.9
USDT_BTC,1622437200,102.01124871937208,96.91068628340346,99.38959248847561,98.88448389207107,121336201.3
USDT_BTC,1622433600,100.86718208720278,95.82382298284263,97.95274047386121,98.25241218613093,92043491.16
USDT_BTC,1622430000,98.59743996487069,93.66756796662715,96.60578766450429,95.94892580921471,118597529.7
USDT_BTC,1622426400,98.6828396838479,93.74869769965551,96.53147142410153,96.0876820440334,133842135.9
USDT_BTC,1622422800,100.58917788526125,95.55971899099818,98.29426406447863,98.52407217233306,121477337.4
USDT_BTC,1622419200,96.47194727969116,91.6483499157066,93.62364551619036,94.03452592256387,119729973.9
USDT_BTC,1622415600,96.73016990601724,91.89366141071638,94.04754757654393,94.44748846704826,57169174.33
USDT_BTC,1622412000,100.1117732711923,95.10618460763268,98.08377929013646,97.30410423444222,61845441.63
USDT_BTC,1622408400,97.13758710120857,92.28070774614814,95.06694080708576,95.28294415902768,55731642.82
USDT_BTC,1622404800,97.94579978458114,93.04850979535208,94.97214634706349,95.43849165886442,103664608.3
USDT_BTC,1622401200,94.0595388842325,89.35656194002087,91.53151437572778,91.55876494881177,58120993.68
USDT_BTC,1622397600,97.11908300998469,92.26312885948545,94.47911898557494,94.92573729735109,107074483
USDT_BTC,1622394000,95.20117275919765,90.44111412123776,93.3053613486725,92.80323275005573,78456527.12
USDT_BTC,1622390400,95.5753942549016,90.79662454215651,93.54348559729631,93.125842415651,105816196.1
USDT_BTC,1622386800,93.6569475506305,88.97410017309898,92.27499501860437,91.3658715976352,78381085.58
USDT_BTC,1622383200,94.47249799628432,89.74887309647009,92.68653885197192,91.61906283585955,111352590.4
USDT_BTC,1622379600,92.2511619605267,87.63860386250036,89.49793580792051,90.46656076072996,100905892
USDT_BTC,1622376000,93.35413192909328,88.68642533263862,91.56797387416407,90.93559226085402,173937486.5
USDT_BTC,1622372400,92.3539299820693,87.73623348296583,90.30684875105385,90.29534473871755,145323843.4
USDT_BTC,1622368800,91.45715060332093,86.88429307315488,88.96189799641641,88.71529940987305,98745851.24
USDT_BTC,1622365200,90.48181546946688,85.95772469599353,89.19701562801133,87.71441563899808,76117938.65
USDT_BTC,1622361600,87.70007515126863,83.3150713937052,85.53757862400664,86.09310161153272,118728731.2
USDT_BTC,1622358000,93.17436941704652,88.51565094619419,90.8521861789895,90.68067415911493,146548011.3
USDT_BTC,1622354400,86.28962481911128,81.97514357815571,83.33093379189417,84.56965949246954,166608363.9
USDT_BTC,1622350800,87.41226130229784,83.04164823718294,85.41310984800451,84.39469179639633,145924860.6
USDT_BTC,1622347200,88.65454893483789,84.221821488096,86.18677035970106,85.88874230132748,125181274.2
USDT_BTC,1622343600,83.72334413950904,79.53717693253358,81.77745914009084,81.64719483289744,101174774.5
